Archivo Fuente,Entidad,Fecha,Caja Ahorro M/L Nominal,Caja Ahorro M/L Efectiva,Caja Ahorro M/E Nominal,Caja Ahorro M/E Efectiva,CDA <= 180 M/L Nominal,CDA <= 180 M/L Efectiva,CDA <= 180 M/E Nominal,CDA <= 180 M/E Efectiva,CDA <= 365 M/L Nominal,CDA <= 365 M/L Efectiva,CDA <= 365 M/E Nominal,CDA <= 365 M/E Efectiva,CDA > 365 M/L Nominal,CDA > 365 M/L Efectiva,CDA > 365 M/E Nominal,CDA > 365 M/E Efectiva
Bancos-Noviembre-2020.pdf,Banco de la Nación Argentina,B112020,"-|0,50","-|0,50","-|0,12","-|0,12","0,80|1,20","0,80|1,21","0,20|0,60","0,20|0,60","2,20|2,20","2,22|2,22","1,30|1,30","1,31|1,31","5,50|5,50","5,64|5,64","2,75|2,75","2,78|2,78"
Bancos-Noviembre-2020.pdf,Bancop S.A.,B112020,"0,15|0,75","0,15|0,75","0,10|0,25","0,10|0,25","1,19|2,18","1,20|2,20","0,65|0,82","0,65|0,82","2,20|2,98","2,22|3,02","1,00|2,09","1,00|2,11","4,75|6,00","4,85|6,17","3,25|4,65","3,30|4,75"
Bancos-Noviembre-2020.pdf,Citibank N.A.,B112020,"0,05|0,50","0,05|0,50","0,01|0,29","0,01|0,29","0,50|1,70","0,50|1,71","0,20|0,80","0,20|0,80","0,70|2,00","0,70|2,02","0,30|1,00","0,30|1,00","1,10|2,20","1,11|2,22","0,90|1,10","0,90|1,11"
Bancos-Noviembre-2020.pdf,Interfisa Banco SAECA,B112020,"0,10|0,70","0,10|0,70","0,05|0,30","0,05|0,30","0,50|2,18","0,50|2,20","0,25|0,80","0,25|0,80","2,20|2,98","2,22|3,02","0,85|2,09","0,85|2,11","3,00|6,30","3,04|6,49","2,15|4,10","2,17|4,18"
Bancos-Noviembre-2020.pdf,Sudameris Bank S.A.E.C.A.,B112020,"0,10|0,10","0,10|0,10","-|0,10","-|0,10","1,50|1,75","1,51|1,76","0,35|0,85","0,35|0,85","3,00|3,30","3,04|3,35","1,25|2,50","1,26|2,53","4,25|7,25","4,33|7,50","2,50|4,50","2,53|4,59"
Bancos-Noviembre-2020.pdf,Visión Banco S.A.E.C.A.,B112020,"0,01|0,01","0,01|0,10","0,01|0,01","0,01|0,01","1,00|2,00","1,00|2,02","0,10|0,80","0,10|0,80","2,00|3,00","2,02|3,04","1,00|2,00","1,00|2,02","6,00|6,50","6,17|6,70","4,00|4,00","4,07|4,07"
Bancos-Octubre-2020.pdf,Banco Atlas S.A.,B102020,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","1,50|2,50","1,51|2,53","0,50|1,25","0,50|1,26","2,50|4,50","2,53|4,59","1,25|2,50","1,26|2,53","4,50|6,00","4,59|6,17","2,50|4,25","2,53|4,33"
Bancos-Octubre-2020.pdf,Banco BASA S.A.,B102020,"0,05|0,77","0,05|0,78","0,01|0,35","0,01|0,36","0,50|1,26","0,50|1,27","0,20|1,78","0,20|1,80","1,25|4,85","1,26|4,90","1,00|1,40","1,00|1,41","5,00|6,81","5,12|6,92","3,00|4,27","3,04|4,31"
Bancos-Octubre-2020.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B102020,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,25","0,05|0,25","0,05|0,25","0,05|0,25","0,25|0,50","0,25|0,50","0,25|0,50","0,25|0,50","0,50|2,50","0,50|2,53","0,50|1,50","0,50|1,51"
Bancos-Octubre-2020.pdf,Banco Continental S.A.E.C.A.,B102020,"-|0,22","-|0,22","-|0,18","-|0,18","0,25|2,00","0,25|2,02","0,25|1,15","0,25|1,16","1,25|3,00","1,25|3,04","0,75|1,65","0,75|1,66","3,00|6,00","3,00|6,17","1,70|3,70","1,70|3,76"
Bancos-Octubre-2020.pdf,Banco Do Brasil S.A.,B102020,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,50|4,00","2,53|4,07","0,30|0,60","0,30|0,60"
Bancos-Octubre-2020.pdf,Banco Familiar S.A.E.C.A.,B102020,"0,05|0,05","0,05|0,05","0,01|0,01","0,01|0,01","0,50|1,25","0,50|1,26","0,25|0,50","0,25|0,50","0,50|1,50","0,50|1,51","0,25|0,75","0,25|0,75","3,75|6,25","3,82|6,43","2,00|4,00","2,02|4,07"
Bancos-Octubre-2020.pdf,Banco GNB Paraguay S.A.,B102020,"0,01|0,02","0,01|0,02","0,01|0,02","0,01|0,02","0,25|0,30","0,25|0,30","0,15|0,20","0,15|0,20","0,50|0,65","0,50|0,65","0,30|0,35","0,30|0,35","1,50|2,30","1,51|2,32","1,00|2,00","1,00|2,01"
Bancos-Octubre-2020.pdf,Banco Itaú Paraguay S.A.,B102020,"0,01|0,10","0,01|0,10","0,01|0,10","0,01|0,10","0,01|0,55","0,01|0,55","0,01|0,40","0,01|0,40","0,38|1,38","0,38|1,39","0,01|0,46","0,01|0,46","0,80|1,80","0,80|1,81","0,01|0,55","0,01|0,55"
Bancos-Octubre-2020.pdf,Banco Nacional de Fomento,B102020,"0,05|0,19","0,05|0,19","0,05|0,17","0,05|0,17","0,95|1,60","0,95|1,61","0,35|0,70","0,35|0,70","1,70|3,35","1,71|3,35","0,50|2,00","0,50|2,00","3,20|7,75","3,25|7,75","0,65|4,50","0,65|4,50"
Bancos-Octubre-2020.pdf,Banco Regional S.A.E.C.A,B102020,"-|0,50","-|0,50","-|0,20","-|0,20","0,10|0,75","0,10|0,75","0,05|0,15","0,05|0,15","0,25|3,00","0,25|3,04","1,00|2,75","1,00|2,78","0,50|5,00","0,50|5,12","2,00|4,00","2,02|4,07"
Bancos-Octubre-2020.pdf,Banco Rio S.A.E.C.A.,B102020,"0,25|2,00","0,25|2,02","0,25|2,50","0,25|2,52","0,25|1,50","0,25|1,51","1,75|3,50","1,76|3,55","0,25|2,00","0,25|2,02","1,75|3,50","1,76|3,55","3,50|7,00","3,55|7,19","2,50|5,75","2,52|5,88"
Bancos-Octubre-2020.pdf,Banco de la Nación Argentina,B102020,"-|0,50","-|0,50","-|0,12","-|0,12","0,80|1,20","0,80|1,21","0,20|0,60","0,20|0,60","2,20|2,20","2,22|2,22","1,30|1,30","1,31|1,31","5,50|5,50","5,64|5,64","2,75|2,75","2,78|2,78"
Bancos-Octubre-2020.pdf,Bancop S.A.,B102020,"0,15|0,75","0,15|0,75","0,10|0,25","0,10|0,25","2,00|2,50","2,02|2,53","0,75|1,35","0,75|1,36","2,35|3,00","2,38|3,04","1,20|2,20","1,21|2,22","5,60|7,00","5,75|7,23","3,30|4,75","3,35|4,85"
Bancos-Octubre-2020.pdf,Citibank N.A.,B102020,"0,05|0,50","0,05|0,50","0,01|0,29","0,01|0,29","0,50|1,70","0,50|1,71","0,20|0,80","0,20|0,80","0,70|2,00","0,70|2,02","0,30|1,00","0,30|1,00","1,10|2,20","1,11|2,22","0,90|1,10","0,90|1,11"
Bancos-Octubre-2020.pdf,Interfisa Banco SAECA,B102020,"-|0,70","-|0,70","-|0,30","-|0,30","0,25|1,26","0,25|1,27","0,50|1,25","0,50|1,26","2,00|4,90","2,02|5,01","1,25|1,40","1,26|1,41","2,50|6,70","2,53|6,91","2,00|4,25","2,02|4,33"
Bancos-Octubre-2020.pdf,Sudameris Bank S.A.E.C.A.,B102020,"0,10|0,10","0,10|0,10","-|0,10","-|0,10","1,50|1,75","1,51|1,76","0,35|0,85","0,35|0,85","3,00|3,30","3,04|3,35","1,25|2,50","1,26|2,53","4,25|7,25","4,33|7,50","2,50|4,50","2,53|4,59"
Bancos-Octubre-2020.pdf,Visión Banco S.A.E.C.A.,B102020,"0,01|0,01","0,01|0,10","0,01|0,01","0,01|0,01","1,00|1,25","1,00|1,26","1,00|1,25","1,00|1,26","2,00|4,50","2,02|4,59","1,25|1,40","1,26|1,41","6,00|6,70","6,17|6,91","4,00|4,20","4,07|4,28"
Bancos-Septiembre-2020.pdf,Banco Atlas S.A.,B092020,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","1,50|2,50","1,51|2,53","0,50|1,25","0,50|1,26","2,50|4,50","2,53|4,59","1,25|2,50","1,26|2,53","4,50|6,00","4,59|6,17","2,50|4,25","2,53|4,33"
Bancos-Septiembre-2020.pdf,Banco BASA S.A.,B092020,"0,05|0,88","0,05|0,89","0,01|0,34","0,01|0,34","0,50|1,56","0,50|1,57","0,20|1,25","0,20|1,26","1,25|2,25","1,26|2,26","1,50|2,11","1,51|2,13","5,00|6,94","5,12|7,03","3,00|4,49","3,04|4,54"
Bancos-Septiembre-2020.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B092020,"0,05|0,05","0,05|0,05","-|0,05","-|0,05","0,25|0,50","0,25|0,50","0,15|0,25","0,15|0,25","0,50|1,00","0,50|1,00","0,25|0,75","0,25|0,75","1,50|3,50","1,51|3,56","0,50|1,50","0,50|1,51"
Bancos-Septiembre-2020.pdf,Banco Continental S.A.E.C.A.,B092020,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|2,00","0,25|2,02","0,25|1,15","0,25|1,16","1,25|3,00","1,25|3,04","0,75|1,65","0,75|1,66","3,75|6,50","3,75|6,70","2,00|4,40","2,00|4,49"
Bancos-Septiembre-2020.pdf,Banco Do Brasil S.A.,B092020,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,50|4,00","2,53|4,07","0,30|0,60","0,30|0,60"
Bancos-Septiembre-2020.pdf,Banco Familiar S.A.E.C.A.,B092020,"0,05|0,05","0,05|0,05","0,01|0,01","0,01|0,01","0,50|1,25","0,50|1,26","0,25|0,50","0,25|0,50","0,50|1,50","0,50|1,51","0,25|0,75","0,25|0,75","3,75|6,25","3,82|6,43","2,00|4,00","2,02|4,07"
Bancos-Septiembre-2020.pdf,Banco GNB Paraguay S.A.,B092020,"0,01|0,02","0,01|0,02","0,01|0,02","0,01|0,02","0,25|0,30","0,25|0,30","0,15|0,20","0,15|0,20","0,50|0,65","0,50|0,65","0,30|0,35","0,30|0,35","1,50|2,30","1,51|2,32","1,00|2,00","1,00|2,01"
Bancos-Septiembre-2020.pdf,Banco Itaú Paraguay S.A.,B092020,"0,01|0,10","0,01|0,10","0,01|0,10","0,01|0,10","0,01|0,55","0,01|0,55","0,01|0,70","0,01|0,70","0,38|1,38","0,38|1,39","0,01|0,97","0,01|0,97","0,83|1,83","0,83|1,85","0,12|1,12","0,12|1,13"
Bancos-Septiembre-2020.pdf,Banco Nacional de Fomento,B092020,"0,05|0,19","0,05|0,19","0,05|0,17","0,05|0,17","0,95|1,60","0,95|1,61","0,35|0,70","0,35|0,70","1,70|3,35","1,71|3,35","0,50|2,00","0,50|2,00","3,20|7,75","3,25|7,75","0,65|4,50","0,65|4,50"
Bancos-Septiembre-2020.pdf,Banco Regional S.A.E.C.A,B092020,"-|0,50","-|0,50","-|0,20","-|0,20","0,25|2,00","0,25|2,02","0,25|1,00","0,25|1,00","2,50|3,00","2,53|3,04","1,50|3,00","1,51|3,04","4,50|6,00","4,59|6,17","2,50|5,25","2,53|5,38"
Bancos-Septiembre-2020.pdf,Banco Rio S.A.E.C.A.,B092020,"0,25|3,00","0,25|3,03","0,25|2,50","0,25|2,52","1,25|4,00","1,26|4,06","2,25|4,00","2,27|4,06","1,25|5,00","1,26|5,09","2,25|4,00","2,27|4,06","5,25|8,25","5,35|8,51","2,75|6,00","2,78|6,14"
Bancos-Septiembre-2020.pdf,Banco de la Nación Argentina,B092020,"-|0,50","-|0,50","-|0,12","-|0,12","0,80|1,50","0,80|1,51","0,20|0,60","0,20|0,60","2,20|2,20","2,22|2,22","1,65|1,65","1,66|1,66","5,50|5,50","5,64|5,64","2,75|2,75","2,78|2,78"
Bancos-Septiembre-2020.pdf,Bancop S.A.,B092020,"0,15|0,75","0,15|0,75","0,10|0,25","0,10|0,25","2,00|2,50","2,02|2,53","0,75|1,35","0,75|1,36","2,35|3,00","2,38|3,04","1,20|2,20","1,21|2,22","5,60|6,80","5,75|7,02","3,65|4,45","3,71|4,54"
Bancos-Septiembre-2020.pdf,Citibank N.A.,B092020,"0,05|0,50","0,05|0,50","0,01|0,29","0,01|0,29","0,50|2,00","0,50|2,02","0,20|0,80","0,20|0,80","0,70|2,30","0,70|2,32","0,30|1,00","0,30|1,00","1,10|2,50","1,11|2,53","0,90|1,10","0,90|1,11"
Bancos-Septiembre-2020.pdf,Interfisa Banco SAECA,B092020,"-|0,50","-|0,50","-|0,30","-|0,30","0,25|1,56","0,25|1,57","0,50|1,25","0,50|1,26","2,00|2,25","2,02|2,27","1,25|2,11","1,26|2,13","2,50|6,94","2,53|7,17","2,60|4,49","2,63|4,58"
Bancos-Septiembre-2020.pdf,Sudameris Bank S.A.E.C.A.,B092020,"-|0,15","-|0,15","-|0,10","-|0,10","0,75|2,50","0,75|2,53","0,35|0,85","0,35|0,85","2,50|4,25","2,53|4,33","1,25|2,50","1,26|2,53","4,25|7,50","4,33|7,76","2,50|4,50","2,53|4,59"
Bancos-Septiembre-2020.pdf,Visión Banco S.A.E.C.A.,B092020,"0,10|0,10","0,10|0,10","0,01|0,10","0,01|0,10","1,50|1,56","1,51|1,57","1,00|1,25","1,00|1,26","2,00|2,24","2,02|2,26","2,00|2,11","2,02|2,13","6,00|6,70","6,17|6,91","4,00|4,40","4,07|4,49"
Bancos-junio-2020.pdf,Banco Atlas S.A.,B062020,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","1,50|2,50","1,51|2,53","0,50|1,25","0,50|1,26","2,50|4,50","2,53|4,59","1,25|2,50","1,26|2,53","4,50|6,00","4,59|6,17","2,50|4,25","2,53|4,33"
Bancos-junio-2020.pdf,Banco BASA S.A.,B062020,"0,05|0,90","0,05|0,90","0,01|0,34","0,01|0,34","0,50|3,72","0,50|3,78","0,20|1,49","0,20|1,50","2,75|5,47","2,78|5,57","1,50|2,66","1,51|2,68","5,00|7,27","5,12|7,41","3,00|4,66","3,04|4,71"
Bancos-junio-2020.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B062020,"0,05|0,05","0,05|0,05","-|0,05","-|0,05","0,75|2,50","0,75|2,53","0,25|0,50","0,25|0,50","2,00|3,50","2,02|3,56","0,50|1,00","0,50|1,00","3,50|5,50","3,56|5,64","0,50|1,75","0,50|1,76"
Bancos-junio-2020.pdf,Banco Continental S.A.E.C.A.,B062020,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|2,50","0,25|2,53","0,25|1,75","0,25|1,76","2,00|3,75","2,00|3,82","1,25|2,25","1,25|2,27","4,50|8,50","4,50|8,84","2,50|5,50","2,50|5,64"
Bancos-junio-2020.pdf,Banco Do Brasil S.A.,B062020,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,50|4,00","2,53|4,07","0,30|0,60","0,30|0,60"
Bancos-junio-2020.pdf,Banco Familiar S.A.E.C.A.,B062020,"0,25|0,25","0,25|0,25","0,10|0,10","0,10|0,10","1,00|4,00","1,00|4,07","0,30|0,90","0,30|0,90","3,00|4,50","3,04|4,59","1,20|2,50","1,21|2,53","6,00|8,75","6,17|9,11","2,50|4,50","2,53|4,59"
Bancos-junio-2020.pdf,Banco GNB Paraguay S.A.,B062020,"0,01|0,50","0,01|0,50","-|0,14","-|0,14","0,51|1,65","0,51|1,66","0,15|0,98","0,15|0,98","1,66|5,15","1,67|5,27","0,99|2,50","0,99|2,52","5,16|6,10","5,28|6,27","2,51|3,00","2,53|3,04"
Bancos-junio-2020.pdf,Banco Itaú Paraguay S.A.,B062020,"0,01|0,10","0,01|0,10","0,01|0,10","0,01|0,10","0,20|1,65","0,20|1,66","0,15|1,27","0,15|1,28","0,60|2,17","0,60|2,19","0,25|1,54","0,25|1,55","1,00|2,35","1,00|2,38","1,25|1,69","1,26|1,70"
Bancos-junio-2020.pdf,Banco Nacional de Fomento,B062020,"0,05|0,19","0,05|0,19","0,05|0,17","0,05|0,17","0,95|1,60","0,95|1,61","0,35|0,70","0,35|0,70","1,70|4,00","1,71|4,00","0,50|2,00","0,50|2,00","3,20|7,75","3,25|7,75","0,65|4,50","0,65|4,50"
Bancos-junio-2020.pdf,Banco Regional S.A.E.C.A,B062020,"-|0,50","-|0,50","-|0,20","-|0,20","0,50|3,50","0,50|3,56","0,35|1,00","0,35|1,00","2,50|6,25","2,53|6,43","1,50|3,00","1,51|3,04","4,50|9,00","4,59|9,38","2,50|5,75","2,53|5,90"
Bancos-junio-2020.pdf,Banco Rio S.A.E.C.A.,B062020,"0,10|2,50","0,10|2,52","0,10|0,50","0,10|0,50","2,75|4,50","2,78|4,58","3,25|4,25","3,29|4,32","2,75|8,25","2,78|8,51","3,25|5,00","3,29|5,09","7,50|9,50","7,71|9,84","5,00|7,00","5,09|7,19"
Bancos-junio-2020.pdf,Banco de la Nación Argentina,B062020,"-|0,50","-|0,50","-|0,12","-|0,12","0,80|3,00","0,80|3,04","0,20|0,35","0,20|0,35","4,40|4,40","4,49|4,49","1,15|1,15","1,15|1,15","5,50|5,50","5,64|5,64","2,00|2,00","2,02|2,02"
Bancos-junio-2020.pdf,Bancop S.A.,B062020,"0,15|0,75","0,15|0,75","0,10|0,25","0,10|0,25","2,25|2,75","2,27|2,78","0,75|1,35","0,75|1,36","2,60|3,25","2,63|3,30","1,20|2,20","1,21|2,22","6,00|7,25","6,17|7,50","3,65|5,25","3,71|5,38"
Bancos-junio-2020.pdf,Citibank N.A.,B062020,"0,05|0,50","0,05|0,50","0,01|0,29","0,01|0,29","1,18|2,80","1,19|2,84","0,20|1,00","0,20|1,00","1,25|3,00","1,26|3,04","0,30|1,20","0,30|1,21","1,50|3,50","1,51|3,56","0,90|1,80","0,90|1,81"
Bancos-junio-2020.pdf,Interfisa Banco SAECA,B062020,"0,10|0,50","0,10|0,50","0,10|0,30","0,10|0,30","1,50|3,50","1,51|3,56","0,50|2,00","0,50|2,02","3,50|5,00","3,56|5,12","2,00|3,75","2,02|3,82","5,00|7,00","5,12|7,23","3,75|5,50","3,82|5,64"
Bancos-junio-2020.pdf,Sudameris Bank S.A.E.C.A.,B062020,"-|0,15","-|0,15","-|0,10","-|0,10","0,75|2,50","0,75|2,53","0,35|0,85","0,35|0,85","2,50|4,25","2,53|4,33","1,25|2,50","1,26|2,53","4,25|7,50","4,33|7,76","2,50|4,50","2,53|4,59"
Bancos-junio-2020.pdf,Visión Banco S.A.E.C.A.,B062020,"0,10|0,10","0,10|0,10","0,01|0,10","0,01|0,10","3,25|3,50","3,30|3,56","1,00|1,00","1,00|1,00","3,75|4,25","3,82|4,33","1,50|2,00","1,51|2,02","6,50|7,00","6,70|7,23","3,50|4,50","3,56|4,59"
Bancos_Abril_2020.pdf,Banco Atlas S.A.,B042020,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","1,50|2,50","1,51|2,53","0,50|1,25","0,50|1,26","2,50|4,50","2,53|4,59","1,25|2,50","1,26|2,53","4,50|6,00","4,59|6,17","2,50|4,25","2,53|4,33"
Bancos_Abril_2020.pdf,Banco BASA S.A.,B042020,"0,05|0,77","0,05|0,78","0,01|0,36","0,01|0,36","0,50|3,49","0,50|3,54","0,20|1,39","0,20|1,39","2,75|4,91","2,78|4,96","1,50|2,19","1,51|2,21","5,00|7,29","5,12|7,42","3,00|4,61","3,04|4,65"
Bancos_Abril_2020.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B042020,"0,05|0,05","0,05|0,05","-|0,05","-|0,05","0,75|2,50","0,75|2,53","0,25|0,50","0,25|0,50","2,00|3,50","2,02|3,56","0,50|1,00","0,50|1,00","3,50|5,50","3,56|5,64","0,50|1,75","0,50|1,76"
Bancos_Abril_2020.pdf,Banco Continental S.A.E.C.A.,B042020,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|2,25","0,25|2,27","0,25|1,75","0,25|1,76","1,75|3,50","1,75|3,56","1,25|2,25","1,25|2,27","4,00|8,00","4,00|8,30","2,00|5,00","2,00|5,12"
Bancos_Abril_2020.pdf,Banco Do Brasil S.A.,B042020,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,70","0,30|0,50","0,30|0,50","2,50|4,00","2,53|4,07","0,30|0,60","0,30|0,60"
Bancos_Abril_2020.pdf,Banco Familiar S.A.E.C.A.,B042020,"0,25|0,25","0,25|0,25","0,10|0,10","0,10|0,10","1,00|4,00","1,00|4,07","0,30|0,90","0,30|0,90","3,00|4,50","3,04|4,59","1,20|2,50","1,21|2,53","6,00|8,75","6,17|9,11","2,50|4,50","2,53|4,59"
Bancos_Abril_2020.pdf,Banco GNB Paraguay S.A.,B042020,"0,01|0,50","0,01|0,50","-|0,14","-|0,14","0,51|1,65","0,51|1,66","0,15|0,98","0,15|0,98","1,66|5,15","1,67|5,27","0,99|2,50","0,99|2,52","5,16|6,10","5,28|6,27","2,51|3,00","2,53|3,01"
Bancos_Abril_2020.pdf,Banco Itaú Paraguay S.A.,B042020,"0,01|0,10","0,01|0,10","0,01|0,10","0,01|0,10","0,75|3,30","0,75|3,35","0,15|1,98","0,15|2,00","1,00|4,14","1,00|4,22","0,25|2,04","0,25|2,06","1,50|4,50","1,51|4,59","1,25|1,96","1,26|1,98"
Bancos_Abril_2020.pdf,Banco Nacional de Fomento,B042020,"0,05|0,19","0,05|0,19","0,05|0,17","0,05|0,17","0,95|1,60","0,95|1,61","0,35|0,70","0,35|0,70","1,70|4,00","1,71|4,00","0,50|2,00","0,50|2,00","3,20|7,75","3,25|7,75","0,65|4,50","0,65|4,50"
Bancos_Abril_2020.pdf,Banco Regional S.A.E.C.A,B042020,"-|0,50","-|0,50","-|0,20","-|0,20","1,75|3,50","1,76|3,56","0,35|1,00","0,35|1,00","3,00|6,25","3,04|6,43","1,50|3,75","1,51|3,82","5,00|9,00","5,12|9,38","2,50|5,75","2,53|5,90"
Bancos_Abril_2020.pdf,Banco Rio S.A.E.C.A.,B042020,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-
Bancos_Abril_2020.pdf,Banco de la Nación Argentina,B042020,"-|0,50","-|0,50","-|0,12","-|0,12","0,80|3,00","0,80|3,04","0,20|0,35","0,20|0,35","4,40|4,40","4,49|4,49","1,15|1,15","1,15|1,15","5,50|5,50","5,64|5,64","2,00|2,00","2,02|2,02"
Bancos_Abril_2020.pdf,Bancop S.A.,B042020,"0,15|0,75","0,15|0,75","0,10|0,25","0,10|0,25","2,25|2,75","2,27|2,78","0,75|1,35","0,75|1,36","2,60|3,25","2,63|3,30","1,20|2,20","1,21|2,22","6,25|7,50","6,43|7,76","3,90|5,50","3,97|5,64"
Bancos_Abril_2020.pdf,Citibank N.A.,B042020,"0,05|0,99","0,05|0,99","0,01|0,29","0,01|0,29","1,18|4,30","1,19|4,39","0,20|1,15","0,20|1,16","1,25|4,40","1,26|4,49","0,30|1,60","0,30|1,61","1,50|5,00","1,51|5,12","0,90|1,80","0,90|1,81"
Bancos_Abril_2020.pdf,Interfisa Banco SAECA,B042020,"0,40|0,40","0,40|0,40","0,20|0,20","0,20|0,20","3,00|4,25","3,04|4,33","1,75|2,25","1,76|2,28","4,00|5,00","4,08|5,11","2,25|3,25","2,27|3,30","6,00|7,50","6,17|7,76","3,25|5,50","3,30|5,64"
Bancos_Abril_2020.pdf,Sudameris Bank S.A.E.C.A.,B042020,"-|0,15","-|0,15","-|0,10","-|0,10","0,75|2,50","0,75|2,53","0,35|0,85","0,35|0,85","2,50|4,25","2,53|4,33","1,25|2,50","1,26|2,53","4,25|7,50","4,33|7,76","2,50|4,50","2,53|4,59"
Bancos_Abril_2020.pdf,Visión Banco S.A.E.C.A.,B042020,"0,10|0,10","0,10|0,10","0,01|0,10","0,01|0,10","3,25|3,50","3,30|3,56","1,00|1,00","1,00|1,00","3,75|4,25","3,82|4,33","1,50|2,00","1,51|2,02","6,50|7,25","6,70|7,50","3,50|4,50","3,56|4,59"
Financieras-Diciembre-2020.pdf,Crisol y Encarnación Financiera S.A. (CEFISA),F122020,"0,30|0,30","0,30|0,30","0,10|0,15","0,10|0,15","1,85|2,00","1,87|2,02","1,70|1,85","1,71|1,87","4,85|5,00","4,96|5,12","2,45|2,60","2,48|2,63","5,35|5,50","5,48|5,64","3,20|3,35","3,25|3,40"
Financieras-Diciembre-2020.pdf,El Comercio Financiera S.A.E.C.A.,F122020,"0,05|0,10","0,05|0,10","0,05|0,10","0,05|0,10","1,00|2,50","1,00|2,53","0,75|2,40","0,75|2,43","2,50|6,15","2,53|6,33","2,40|5,25","2,43|5,38","6,15|7,75","6,33|8,03","5,25|6,75","5,38|6,96"
Financieras-Diciembre-2020.pdf,FIC S.A. de Finanzas,F122020,"0,10|0,43","0,10|0,43","0,05|0,57","0,05|0,57","0,86|3,00","0,86|3,04","0,50|1,50","0,50|1,51","2,20|5,84","2,22|6,00","1,30|4,12","1,31|4,20","4,00|7,50","4,07|7,76","3,00|5,37","3,04|5,50"
Financieras-Diciembre-2020.pdf,Financiera Exportadora Paraguaya S.A.(FINEXPAR),F122020,"0,05|0,50","0,05|0,50","0,05|0,50","0,05|0,50","1,00|2,50","1,00|2,53","0,50|2,00","0,50|2,02","2,00|5,00","2,02|5,12","1,50|3,75","1,51|3,82","4,00|9,75","4,07|10,20","2,00|6,50","2,02|6,70"
Financieras-Diciembre-2020.pdf,Financiera Paraguayo - Japonesa S.A.E.C.A.,F122020,"0,35|0,35","0,35|0,35","0,30|0,30","0,30|0,30","1,00|1,50","1,00|1,51","1,00|1,50","1,00|1,51","2,00|4,00","2,02|4,06","1,50|2,00","1,51|2,02","4,00|7,00","4,06|7,19","2,00|3,50","2,02|3,55"
Financieras-Diciembre-2020.pdf,Finlatina S.A. de Finanzas,F122020,"0,10|0,20","0,10|0,20","0,03|0,03","0,03|0,03","2,00|2,82","2,01|2,82","1,50|1,50","1,50|1,51","4,00|5,50","4,00|5,64","3,00|3,50","3,04|3,56","4,00|8,00","4,07|8,30","3,00|4,00","3,04|4,08"
Financieras-Diciembre-2020.pdf,Fondo Ganadero,F122020,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-
Financieras-Diciembre-2020.pdf,Solar S.A.,F122020,"0,10|0,42","0,10|0,42","0,05|0,39","0,05|0,39","2,50|3,00","2,53|3,04","0,50|2,00","0,50|2,02","3,00|5,00","4,07|5,12","2,50|3,00","2,53|3,04","4,00|7,00","5,12|8,30","3,00|5,50","3,04|5,00"
Financieras-Diciembre-2020.pdf,Tu Financiera S.A.,F122020,"0,30|0,40","0,30|0,40",-|-,-|-,"2,00|2,90","2,02|2,94",-|-,-|-,"3,60|4,89","3,66|5,00",-|-,-|-,"6,50|8,19","6,70|8,50",-|-,-|-
Financieras-Enero-2020.pdf,Crisol y Encarnación Financiera S.A. (CEFISA),F012020,"0,30|0,30","0,30|0,30","0,10|0,15","0,10|0,15","2,85|3,00","2,89|3,04","1,95|2,10","1,97|2,12","5,60|5,75","5,75|5,90","4,20|4,35","4,28|4,44","7,35|7,50","7,60|7,76","4,70|4,85","4,80|4,96"
